loan_id,loan_type,approved_amount,interest_rate,start_date
LNK-24627,Fixed Refinance,383239.90,4.689,2023-02-19
LNK-29074,Fixed Purchase,934337.17,8.046,2023-03-06
LNK-45791,ARM,533072.73,6.289,2019-12-16
LNK-64736,Fixed Purchase,363475.09,6.329,2024-04-23
LNK-26166,FHA Purchase,473358.47,6.469%,2019-05-14
LNK-30693,Refinance,216630.10,5.103,2019-06-09
LNK-19030,Fixed Purchase,245609.74,4.346,2021-11-23
LNK-21308,FHA Purchase,235157.42,8.019,2024-12-14
LNK-11114,ARM,480166.19,3.197,2022-03-13
LNK-39770,Fixed Refinance,550185.11,5.812,2020-02-15
LNK-14256,Fixed Purchase,226346.92,7.615,2021-01-18
LNK-67543,Refinance,899190.82,6.443,2025-01-26
LNK-71748,Fixed Purchase,466355.43,7.536,02/14/2025
LNK-97815,Refinance,244187.14,6.409,2019-06-16
LNK-70013,Jumbo Purchase,134737.60,6.974,2020-07-14
LNK-5947,FHA Purchase,399742.78,0.0583,2024-04-05
LNK-87760,ARM,142186.65,6.577,2021-10-11
LNK-45140,Fixed Purchase,431939.88,7.520,2026-01-27
LNK-82006,ARM,474880.53,0.0583,2024-09-18
LNK-18176,ARM,449554.99,5.234%,02/07/2021
LNK-79282,Fixed Purchase,314901.87,5.440,2024-12-01
LNK-50377,Fixed Purchase,605941.00,6.266%,2022-01-08
LNK-21218,Jumbo Purchase,151687.11,,
LNK-22266,Fixed Purchase,401044.49,6.757,2025-06-19
LNK-24703,Refinance,149187.82,3.930,2019-06-14
LNK-91812,Fixed Purchase,109911.85,5.467,2021-06-12
LNK-82885,Fixed Purchase,86507.45,4.232,2019-02-26
LNK-22697,ARM,324184.86,5.497,2020-05-19
LNK-95526,ARM,304952.86,5.617,2023-12-22
LNK-58366,Jumbo Purchase,163064.78,4.568,2021-09-21
LNK-6726,FHA Purchase,319036.19,5.635,2020-10-11
LNK-54852,Jumbo Purchase,116881.89,5.007,08/21/2023
LNK-48749,FIXED PURCHASE,236643.70,7.095,2024-04-22
LNK-89652,Refinance,398769.18,5.977,2024-01-15
LNK-95317,Jumbo Purchase,534115.36,4.923,2024-05-21
LNK-32133,Jumbo Purchase,94172.99,5.864,2021-06-15
LNK-59222,Refinance,428410.35,4.471,2023-02-27
LNK-81031,Refinance,230419.48,6.598,2023-07-12
LNK-38346,Refinance,558372.61,4.531,2021-09-27
LNK-99617,Refinance,382437.66,6.596,2024-12-10
LNK-99112,Refinance,1416897.21,4.710,2025-03-18
LNK-59841,ARM,342345.30,5.811,2023-10-07
LNK-31671,Fixed Refinance,398612.91,6.079,2025-09-30
LNK-70993,ARM,288258.01,6.394,2022-08-23
LNK-32348,ARM,337190.35,4.334%,2021-07-21
LNK-41562,Refinance,454005.17,6.984,2021-08-05
LNK-62474,Fixed Purchase,334889.34,6.963,2020-02-25
LNK-26430,FHA Purchase,32085.43,6.960,2021-06-13
LNK-49213,Fixed Purchase,91258.34,4.273,2022-02-22
LNK-89907,Jumbo Purchase,562809.96,7.768,11/10/2025
LNK-75766,Fixed Refinance,508238.26,5.916,2021-09-14
LNK-58749,Refinance,374475.20,6.183,2019-01-27
LNK-61513,ARM,615857.47,6.384,2020-02-14
LNK-37932,Refinance,57973.92,5.108,2022-11-30
LNK-51052,Fixed Refinance,"$382,613.47",6.356,2026-01-13
LNK-66916,Refinance,188011.37,4.337,2019-07-05
LNK-70135,Fixed Purchase,196852.94,5.755,01/16/2024
LNK-55874,Fixed Purchase,148063.78,4.638,2026-01-12
LNK-22241,Fixed Refinance,531589.32,6.152,2020-10-13
LNK-27174,Fixed Purchase,285376.57,6.727,2023-09-18
LNK-80254,Fixed Refinance,198305.07,3.834,2021-07-28
LNK-19140,Fixed Purchase,466827.90,7.595,2024-12-14
LNK-33768,FHA Purchase,565951.66,8.032,2024-01-30
LNK-7839,FHA Purchase,370073.56,7.898,2023-10-07
LNK-85040,Jumbo Purchase,323115.55,6.387,03/24/2019
LNK-63991,Fixed Purchase,498318.57,4.146,2025-07-09
LNK-49655,Refinance,566944.55,6.201,2020-04-08
LNK-73684,ARM,432565.57,6.122,2019-08-05
LNK-94244,Refinance,209013.23,7.032,2024-09-13
LNK-68621,Refinance,124682.52,3.734,2024-11-20
LNK-17341,FIXED PURCHASE,262660.59,4.526,2023-10-18
LNK-38363,Jumbo Purchase,159746.15,6.790,2020-01-02
LNK-11993,Refinance,123217.85,5.587,2022-08-11
LNK-22012,Refinance,"$616,122.26",3.532,2019-02-17
LNK-36755,Fixed Refinance,454622.69,6.292,2019-12-09
LNK-59893,Fixed Refinance,517265.09,3.731,2021-02-18
LNK-68286,Fixed Refinance,319853.80,5.990,2019-08-23
LNK-58340,Fixed Refinance,408605.86,7.354,2022-07-05
LNK-13021,Fixed Purchase,"$574,128.57",7.024,2021-12-04
LNK-30102, Refinance ,164149.83,5.560,2022-03-22
LNK-60130,Jumbo Purchase,125983.07,7.070,2024-08-15
LNK-46820,Fixed Purchase,997751.94,3.864,2025-09-20
LNK-4495,Refinance,558899.13,5.947,2019-12-30
LNK-55381,Refinance,368568.84,5.652,2021-08-23
LNK-7980,Fixed Refinance,358750.18,4.878,2019-07-20
LNK-52964,Jumbo Purchase,505049.85,3.932,2019-06-11
LNK-66799,Fixed Purchase,196235.34,7.474,2025-04-05
LNK-50015,ARM,619326.45,5.981,2024-11-23
LNK-31903,Fixed Purchase,747928.37,5.454,2024-12-05
LNK-51615,Refinance,"$1,150,462.73",4.435,2026-03-21
LNK-11696,FHA Purchase,351669.26,5.993,2023-03-29
LNK-50140,Fixed Purchase,431542.27,4.804,2019-09-26
LNK-30430,ARM,447678.13,5.030,
LNK-4694,Fixed Refinance,303088.05,4.371,2023-09-16
LNK-42770,Fixed Purchase,471403.47,5.624,2020-03-02
LNK-13987,Fixed Refinance,128960.03,6.688,2022-04-09
LNK-94677,Refinance,168819.53,4.895,2022-04-05
LNK-86191,Fixed Purchase,300754.36,6.690,2022-10-24
LNK-44947,Fixed Purchase,187544.55,6.922,2019-12-13
LNK-20142,Fixed Purchase,508770.17,5.981,2024-12-12
LNK-19035,Jumbo Purchase,498039.74,5.352,2025-03-27
LNK-6020,Refinance,529272.37,6.302,2020-07-03
LNK-38601,Jumbo Purchase,117918.59,3.913,2026-03-02
LNK-62925,Jumbo Purchase,212767.15,4.659,2022-12-25
LNK-92235,Refinance,399110.03,3.889,2021-06-27
LNK-19191,Fixed Refinance,133180.83,5.219,2024-03-25
LNK-93476,Fixed Refinance,376242.19,4.194,2025-08-27
LNK-62487,REFINANCE,348530.87,5.976,07/13/2021
LNK-59799,ARM,103595.25,3.410,2025-11-11
LNK-81654,ARM,599510.02,3.453,2024-08-12
LNK-1688,Fixed Refinance,470353.05,3.434,2021-01-27
LNK-11384,Fixed Purchase,518717.64,5.205,2023-08-27
LNK-3490,Fixed Purchase,404500.22,4.813,2023-03-26
LNK-34544,Refinance,351083.14,6.692,2025-09-07
LNK-29266,Fixed Refinance,1146846.48,4.255,2023-02-15
LNK-20597,ARM,558947.91,5.334,2020-05-19
LNK-72932,Refinance,392640.09,4.569,2021-08-05
LNK-96320,ARM,533364.90,5.899,2023-07-27
LNK-80807,Fixed Refinance,169357.79,5.808,2020-08-28
LNK-70176,ARM,264327.33,3.441,2019-05-30
LNK-56476,Jumbo Purchase,242262.38,5.522,2019-06-25
LNK-15573,Refinance,501239.87,5.370,2023-06-08
LNK-32147,FHA Purchase,482910.07,4.168,2020-06-11
LNK-40472,Jumbo Purchase,587282.19,7.556,2019-08-15
LNK-16970,Fixed Purchase,293965.51,4.134,04/22/2019
LNK-7258,REFINANCE,12383.48,4.251,2020-12-19
LNK-32252,Fixed Purchase,993834.75,6.144,2023-11-22
LNK-56027,ARM,538375.97,5.177,2020-08-07
LNK-82633,FHA Purchase,529794.47,7.940,2020-04-19
LNK-60914,Jumbo Purchase,87653.07,5.696,2021-03-05
LNK-9232,Fixed Purchase,546616.02,6.954,2024-12-05
LNK-15530,Fixed Purchase,210054.89,6.899,2019-08-07
LNK-66513,ARM,1307805.49,4.977,05/01/2025
LNK-79215,Fixed Purchase,239802.04,7.817,2024-01-30
LNK-71261,Refinance,173596.56,6.225,2025-12-29
LNK-3154,ARM,419098.89,6.317%,2026-05-14
LNK-83831,Refinance,408493.13,6.319,2024-02-12
LNK-68551,Refinance,162671.86,5.717,2026-02-21
LNK-76372,Fixed Purchase,261739.29,3.843,2024-08-11
LNK-32711,Refinance,508879.73,7.213,2021-02-18
LNK-95181,Jumbo Purchase,516786.42,7.145,2023-10-27
LNK-19818,Refinance,586578.03,0.0620,2025-04-04
LNK-39177,ARM,147978.42,6.698,2019-05-06
LNK-57261,Fixed Purchase,200510.17,8.077,2021-07-23
LNK-1205,Fixed Purchase,443528.41,5.324,2021-09-26
LNK-81584,Refinance,436633.66,3.470,2022-03-12
LNK-47244, Jumbo Purchase ,598610.99,4.262,2020-08-06
LNK-32531,Refinance,1293668.21,6.536,2023-07-22
LNK-75798,ARM,446956.49,4.084,2025-03-05
LNK-55600, ARM ,302704.85,6.168,2019-03-03
LNK-25551,Fixed Refinance,137565.24,6.929,
LNK-88080,Fixed Purchase,265216.08,4.273%,2021-02-25
LNK-88584,ARM,164689.34,5.961,2024-09-15
LNK-69614,Jumbo Purchase,542230.75,,2021-07-05
LNK-48265,Refinance,359935.75,0.0703,2023-05-14
LNK-9870,Fixed Purchase,531035.00,5.942,2019-11-04
LNK-69951,Fixed Purchase,412361.08,7.331,2019-04-15
LNK-72313,Fixed Purchase,367379.62,4.965,2022-04-15
LNK-67496,Fixed Purchase,976232.84,4.521,2026-01-22
LNK-67535,Jumbo Purchase,592941.69,6.477,2019-07-26
LNK-73633,Fixed Purchase,1046215.04,5.676,2022-02-27
LNK-3665,Fixed Purchase,589468.05,6.908,2023-08-14
LNK-52177,Refinance,269334.51,3.768,2024-07-08
LNK-62621,Jumbo Purchase,578713.46,8.022,2025-05-04
LNK-6706,Refinance,496475.53,4.989,2024-11-16
LNK-84318,Fixed Purchase,604108.88,5.724,01/01/2020
LNK-51709,FHA Purchase,253097.08,4.495,2022-11-13
LNK-49929,ARM,334948.14,4.818,2021-04-19
LNK-34246,Jumbo Purchase,172885.99,6.373,2019-01-02
LNK-98952,Fixed Purchase,310716.26,8.011,2022-07-25
LNK-3128,ARM,391788.07,3.549,2021-06-12
LNK-47805,Jumbo Purchase,376676.00,6.328,11/21/2020
LNK-9855,ARM,"$160,355.36",4.988,2020-01-23
LNK-46193,Fixed Purchase,113301.57,6.717,2020-02-21
LNK-32604, Refinance ,581310.91,6.364,2024-08-08
LNK-97068,Fixed Purchase,779181.55,4.151,2024-07-06
LNK-87127, Refinance ,527617.69,4.174,2024-10-28
LNK-83346,ARM,391298.09,6.170,2025-10-20
LNK-14587,Fixed Refinance,548622.19,6.690,2021-09-22
LNK-77271,Jumbo Purchase,179810.89,5.135,2019-04-30
LNK-97362,Refinance,325559.15,5.371,2025-08-07
LNK-44583,Refinance,300488.05,3.876,2024-05-13
LNK-18486,ARM,586933.99,4.599,2020-08-23
LNK-6811,Fixed Purchase,"$494,026.78",4.375,2026-05-22
LNK-47176,Fixed Purchase,421608.59,4.443%,2023-05-31
LNK-72567,Refinance,92935.20,7.355,2020-03-05
LNK-45374,ARM,165432.18,5.510,2020-12-14
LNK-85252, Refinance ,260155.01,5.227,2025-08-30
LNK-23949,Refinance,370828.83,4.341,2025-12-28
LNK-90742,Fixed Purchase,776669.57,7.631,2019-06-04
LNK-61899,Fixed Refinance,593998.99,4.319,2025-01-30
LNK-92146,Fixed Refinance,468461.82,7.276,2026-04-09
LNK-63722,Jumbo Purchase,265680.71,5.978,2026-01-22
LNK-83802,Fixed Purchase,270526.96,5.958,2019-05-27
LNK-24891,ARM,275961.76,6.412,2023-07-04
LNK-18675,ARM,373509.50,3.791,
LNK-9270,ARM,126725.64,5.762,2024-03-04
LNK-94853,Refinance,290693.80,5.895,2023-11-23
LNK-60988,Fixed Refinance,167344.70,4.680,2025-06-20
LNK-5847,FHA Purchase,105426.26,,2024-11-17
LNK-39462,Refinance,450051.22,4.875,2022-01-08
LNK-27422,Refinance,549266.32,4.961,2025-12-12
LNK-6741,ARM,105498.95,3.721,2025-01-28
LNK-27144,Fixed Refinance,541077.66,4.130,2024-11-14
LNK-6492,Refinance,189917.38,6.661%,2022-04-19
LNK-42365,Fixed Purchase,594127.32,6.966,01/07/2022
LNK-41642,Jumbo Purchase,203875.48,6.126,2025-06-03
LNK-68552,ARM,172965.52,5.618,2022-09-04
LNK-53196,Fixed Refinance,471495.15,4.112,2022-11-07
LNK-72176,FHA Purchase,"$176,943.60",4.714,2021-06-29
LNK-63049,Refinance,452244.05,6.842,2024-08-28
LNK-34202,Fixed Refinance,1166656.66,5.476,2023-05-02
LNK-5799,Refinance,9363.34,5.351,2022-03-22
LNK-99735,Fixed Purchase,188875.35,4.272,2024-09-29
LNK-85790,Fixed Purchase,530332.46,6.356,2020-11-06
LNK-26048,Refinance,462007.07,4.477,2019-06-04
LNK-38501,ARM,296073.95,4.187,2020-03-16
LNK-47789,ARM,142363.89,4.455,2021-05-28
LNK-7265,ARM,537543.35,3.981,2023-10-12
LNK-86948,Fixed Purchase,93590.37,7.894,09/05/2020
LNK-44506,Refinance,143371.01,6.570,2019-05-25
LNK-36811,Fixed Purchase,289868.83,8.090,2025-08-20
LNK-17315,Refinance,408713.39,6.431,2019-01-28
LNK-49237,FIXED PURCHASE,536915.67,7.476,2022-11-27
LNK-58272,Jumbo Purchase,"$585,318.08",7.721,2023-10-20
LNK-53431,FHA Purchase,547258.41,5.557,2024-01-17
LNK-98426,Fixed Purchase,546487.09,6.822,2024-09-20
LNK-58637,Fixed Refinance,443083.40,4.758,2025-08-06
LNK-51678,ARM,548734.62,6.214,2022-03-25
LNK-45438,Fixed Purchase,597532.74,7.959,2023-10-20
LNK-25486,FIXED PURCHASE,681521.75,4.428,2022-06-10
LNK-66038,Fixed Purchase,431326.93,7.919,2020-06-21
LNK-91710,Jumbo Purchase,615292.07,5.168,2022-07-23
LNK-66211,Fixed Purchase,813273.02,6.504,2025-03-25
LNK-49148,Refinance,236891.57,5.479,2025-12-01
LNK-69062,Refinance,617378.73,5.398,2021-06-28
LNK-35959,Jumbo Purchase,507022.79,5.023,2023-08-20
LNK-11828,Fixed Purchase,280967.35,6.964,2020-11-17
LNK-96300,Fixed Purchase,593091.19,4.700,2020-12-09
LNK-56640,Fixed Refinance,141635.74,6.745,2020-06-01
LNK-11345,Fixed Purchase,893895.56,4.153,2023-03-25
LNK-57440,Jumbo Purchase,362980.97,5.879,2021-04-15
LNK-79964,ARM,97960.58,4.845,2024-10-25
LNK-24652,Refinance,179663.52,4.800,2024-03-16
LNK-72496,Fixed Refinance,279305.26,5.335,2023-04-02
LNK-39504,Refinance,102491.17,3.761,2024-02-01
LNK-43101,Refinance,213982.59,3.612,2021-01-14
LNK-14447,FHA Purchase,430299.86,5.739,2021-05-30
LNK-11494, Fixed Refinance ,474642.35,6.022,2021-02-01
LNK-43981,FHA Purchase,259315.10,6.258,05/10/2025
LNK-87628,Fixed Purchase,305388.05,4.189,2023-10-16
LNK-39750,Refinance,398069.55,4.345,2025-03-05
LNK-41173,Jumbo Purchase,258929.84,7.944,2025-06-23
LNK-59447,Refinance,256308.98,4.467,2020-05-15
LNK-79986,Refinance,479356.49,4.275,2023-05-30
LNK-95065,FHA Purchase,390508.39,4.854,2024-08-02
LNK-56851,Fixed Refinance,181546.35,6.699,2025-07-12
LNK-22842,Fixed Purchase,178266.85,3.991,2021-10-06
LNK-91408,Refinance,491463.91,6.275,2021-05-27
LNK-59183,Jumbo Purchase,259879.07,6.179%,2024-10-26
LNK-47077,Fixed Purchase,519591.61,4.179,2023-02-01
LNK-59606,Fixed Refinance,546693.32,4.093,2019-07-02
LNK-6551,Refinance,409520.28,6.939,2024-10-25
LNK-96265,Jumbo Purchase,319527.92,6.766,
LNK-47210,ARM,211685.78,6.520,2019-06-15
LNK-81589,Fixed Purchase,246625.39,6.558,2025-06-03
LNK-58008,Refinance,143572.25,6.741,10/29/2020
LNK-36986,Jumbo Purchase,390226.13,4.157,2020-09-03
LNK-84816,Fixed Purchase,580871.06,7.009,2019-04-09
LNK-8518,Fixed Purchase,233293.54,5.975,2019-08-21
LNK-10835,FIXED PURCHASE,87628.18,5.795,2021-05-11
LNK-88973,ARM,10653.00,4.572,2026-02-06
LNK-84560,Fixed Purchase,195876.41,6.738,2024-02-29
LNK-54242,Fixed Refinance,159704.75,6.486,2020-01-01
LNK-48619,ARM,140910.46,3.255,2025-12-04
LNK-68251,ARM,471804.66,6.524,2023-11-28
LNK-99290,Fixed Purchase,418291.10,3.911,2025-05-31
LNK-90051,ARM,793070.15,5.507,2022-05-19
LNK-5081,Fixed Purchase,493932.64,4.187,2022-03-11
LNK-19714,Refinance,296209.28,7.088,2019-02-05
LNK-80635,ARM,157029.32,4.490,2019-03-12
LNK-89878,Refinance,45934.75,7.271,04/08/2023
LNK-58432,Fixed Purchase,482029.95,7.253,2021-05-29
LNK-5561,Refinance,269702.75,5.734,2019-03-11
LNK-17545,Fixed Purchase,327747.87,4.580,2023-01-10
LNK-9812,Refinance,292242.28,3.921,2019-04-21
LNK-31932,Fixed Purchase,482315.29,4.363,2024-05-27
LNK-85562,ARM,278575.08,3.954,2024-07-19
LNK-49015,Fixed Purchase,416392.26,6.889,2019-12-16
LNK-48467, Jumbo Purchase ,96973.51,4.300,2022-02-26
LNK-51181,FHA Purchase,142266.23,7.895,2020-10-11
LNK-75349,Refinance,428491.93,6.241,2022-03-15
LNK-5244,Fixed Purchase,94020.17,7.687,2024-07-26
LNK-80310,Fixed Refinance,326538.39,6.547,2025-12-26
LNK-21111,ARM,447231.63,4.476,2023-10-08
LNK-90006,FHA Purchase,219435.45,4.345,2021-10-25
LNK-59972,Fixed Purchase,744807.67,7.159,2020-05-17
LNK-49623,Fixed Purchase,572635.32,6.159,2020-02-16
LNK-49760,Fixed Purchase,589617.15,5.594,06/24/2019
LNK-59188,Refinance,519599.85,5.191,2020-08-29
LNK-11077,Jumbo Purchase,142877.17,4.014,2019-12-12
LNK-76225,Fixed Purchase,327335.27,5.759,2021-07-27
LNK-19047,FHA Purchase,519953.48,7.969,2022-02-02
LNK-70397,Fixed Purchase,299330.17,4.605,2019-03-13
LNK-49096,Fixed Purchase,369455.06,5.296,2023-10-11
LNK-53171,Refinance,350453.17,5.645,2022-09-29
LNK-42207,Refinance,551609.93,5.010,2023-12-06
LNK-86139,Jumbo Purchase,"$560,955.53",4.398,2022-12-17
LNK-37528,Refinance,529420.77,5.300,2019-05-12
LNK-33717,Fixed Purchase,306920.15,7.948,2026-01-11
LNK-15869,Fixed Refinance,120811.43,6.066,2020-05-24
LNK-4396,Fixed Purchase,485727.13,4.776,03/11/2025
LNK-97426,Fixed Refinance,490148.67,5.924,2022-01-09
LNK-25385,Fixed Purchase,442224.68,5.127%,2020-12-06
LNK-66410,Refinance,353482.28,4.591,2025-09-15
LNK-68861,FHA Purchase,296325.11,8.055,03/01/2026
LNK-51723,Fixed Purchase,332837.55,4.273,2023-08-26
LNK-74619,Refinance,241549.57,4.928,2020-02-12
LNK-16435,ARM,594612.31,5.213,
LNK-35311,Fixed Purchase,257440.95,6.956,
LNK-35116,Refinance,396832.21,7.383,2024-01-02
LNK-93279,Fixed Purchase,525062.10,7.593,2026-05-28
LNK-59493,Fixed Purchase,112274.73,7.683,2020-12-03
LNK-29124,ARM,534949.68,5.539,2026-01-27
LNK-81199,Refinance,135866.76,7.146,2019-12-09
LNK-38431,Refinance,486745.23,5.782,2025-07-22
LNK-91961,Fixed Purchase,144896.84,7.937,2025-01-10
LNK-65382,Refinance,240025.16,3.522,2019-10-17
LNK-27237,FHA Purchase,563377.52,4.351,2020-05-07
LNK-17074,Jumbo Purchase,275487.21,7.783,2025-05-28
LNK-18790,FHA Purchase,284982.62,6.095,2019-09-10
LNK-10706,Fixed Purchase,110049.95,5.809,2020-01-19
LNK-60250,Fixed Purchase,186069.17,5.053,2023-07-10
LNK-23630,Refinance,129957.40,6.964,2025-08-15
LNK-94502,Fixed Purchase,443670.60,5.945,2024-03-12
LNK-59341,ARM,589649.54,6.237,2026-02-15
LNK-12506,Fixed Purchase,274733.07,0.0488,2019-12-29
LNK-90381,ARM,1369669.59,5.477,2020-12-26
LNK-42889,Refinance,517536.76,4.297,2023-03-26
LNK-88535,Fixed Refinance,331228.13,6.619,2026-03-11
LNK-46537,Fixed Purchase,109164.65,5.584,2026-03-05
LNK-94000,Refinance,290295.91,4.459,2025-11-10
LNK-9511,Fixed Purchase,358759.83,5.681,2020-09-18
LNK-73089,Fixed Purchase,"$161,151.74",5.297,2021-09-22
LNK-72063,ARM,375301.52,4.959,2025-06-08
LNK-39058,Fixed Refinance,227266.25,6.187,2021-07-22
LNK-40315,Jumbo Purchase,158540.77,5.836,2024-11-29
LNK-21644,REFINANCE,312329.22,3.654,2022-05-13
LNK-94298,FHA Purchase,145426.22,8.075%,2021-10-13
LNK-94003,Fixed Refinance,405834.18,7.394,2021-04-17
LNK-92779,Fixed Purchase,199138.93,7.641,2022-10-31
LNK-84584,Fixed Purchase,576317.59,5.973,2023-06-29
LNK-23818,Jumbo Purchase,96733.02,7.693,2022-02-14
LNK-48381,ARM,225267.76,4.687,2026-04-17
LNK-67683,Fixed Purchase,1103775.47,5.499,2019-09-16
LNK-30391,Fixed Refinance,564668.00,3.661,2024-10-13
LNK-16907, Fixed Purchase ,372958.48,6.493,2025-02-17
LNK-27342,Jumbo Purchase,86525.58,7.375,2020-08-18
LNK-19202,Fixed Purchase,229915.49,8.079,2021-07-16
LNK-65752,Refinance,576727.45,7.189,2025-02-14
LNK-4445, Refinance ,415312.56,6.196,2025-07-10
LNK-48303,Refinance,320585.45,4.925,2022-07-03
LNK-73616,Jumbo Purchase,260119.74,8.008,2026-05-26
LNK-76009,Fixed Purchase,157100.71,4.536,2024-05-10
LNK-49353,FIXED PURCHASE,581880.36,3.944,2020-04-09
LNK-62263,Fixed Purchase,450279.84,7.371,2025-01-11
LNK-73305,Refinance,296263.88,4.394,2026-04-06
LNK-18009,Refinance,224049.36,,2024-06-11
LNK-81209,Fixed Purchase,435994.24,7.260,2022-05-08
LNK-12300,REFINANCE,180726.23,4.905,2023-03-17
LNK-9617,Fixed Purchase,568120.85,6.418,2023-11-02
LNK-41539,Fixed Purchase,507210.19,3.812,2022-06-26
LNK-53187,Jumbo Purchase,347165.68,6.088,2019-04-30
LNK-94969,Fixed Refinance,250058.95,4.283,2024-09-05
LNK-95223,Fixed Purchase,155007.87,5.357,2023-07-15
LNK-63739,Fixed Refinance,542044.20,5.075,2022-03-30
LNK-69903, ARM ,263691.11,,2019-08-08
LNK-54843,FHA Purchase,312640.17,4.265,2020-09-15
LNK-54665,FHA Purchase,512032.67,7.584,2026-05-13
LNK-76353,ARM,493637.77,4.544,2020-02-29
LNK-10666,Fixed Purchase,611169.25,0.0771,2024-08-23
LNK-17426,Fixed Purchase,511331.84,8.071,2019-01-26
LNK-42553,FHA Purchase,93032.49,5.996,2023-06-11
LNK-85192,ARM,383973.71,3.393,2025-06-24
LNK-10720,FHA Purchase,322587.26,3.809,2022-01-24
LNK-59979,FHA Purchase,303573.54,4.464,2023-10-07
LNK-62057,Fixed Refinance,1073009.51,4.315,2024-05-14
LNK-90143,ARM,457592.35,6.306,2024-12-20
LNK-68811,Refinance,605931.06,4.874,2021-12-20
LNK-46156,Fixed Purchase,153435.44,6.772,2021-08-10
LNK-17821,Jumbo Purchase,278685.61,7.883,2019-07-13
LNK-73260,FHA Purchase,221138.60,4.991,2024-03-28
LNK-84859,FIXED PURCHASE,190292.99,4.235,2021-03-03
LNK-78042,Fixed Refinance,324385.43,5.859,2024-07-05
LNK-24850,Refinance,521345.41,5.154,2023-06-19
LNK-17912,Fixed Purchase,242006.36,6.979,2024-06-27
LNK-57704,Fixed Purchase,530443.16,6.730,2019-10-26
LNK-66911, ARM ,91749.34,6.064,2019-10-03
LNK-8263,ARM,913161.05,5.451,2019-05-16
LNK-17274,FHA Purchase,608690.56,6.122,2020-08-16
LNK-68908,Jumbo Purchase,262097.88,5.079,2019-05-27
LNK-21056,Jumbo Purchase,506494.00,5.989,2023-06-12
LNK-40862,Refinance,360090.89,5.100,2020-12-06
LNK-22581,FIXED PURCHASE,443463.88,4.889,2019-08-08
LNK-22229,Fixed Purchase,371267.92,4.037,2025-10-04
LNK-43291,ARM,504588.85,5.475,2026-04-20
LNK-93973,Fixed Refinance,443192.19,5.783,2020-08-25
LNK-30552,FHA Purchase,359183.40,6.094,2023-05-01
LNK-46353,Refinance,312687.95,5.458,2020-09-26
LNK-69012,Fixed Refinance,405384.98,7.341,2024-05-25
LNK-38230,Fixed Purchase,341447.58,5.705,2020-07-17
LNK-11336,Fixed Purchase,518469.75,8.041,2025-01-22
LNK-33847,ARM,220158.78,6.447,
LNK-26729,Refinance,172062.71,5.672,2020-02-27
LNK-84238,Fixed Purchase,430648.17,3.881,2020-10-05
LNK-36972,REFINANCE,611121.91,5.459,2019-07-22
LNK-17406,Refinance,198468.75,3.579,2020-04-24
LNK-82922,Fixed Purchase,1203331.97,5.429,2023-11-13
LNK-81534,Fixed Purchase,100943.26,6.346,2025-04-05
LNK-70924,Refinance,467453.29,5.591,2022-04-25
LNK-13245,ARM,134723.15,5.781,2025-03-15
LNK-66873,Fixed Purchase,215523.21,6.315,2019-07-14
LNK-85015,Fixed Purchase,503925.53,6.144%,2020-07-20
LNK-23103,Fixed Purchase,548499.69,7.369,2020-02-05
LNK-78569,FIXED PURCHASE,1318240.86,,2021-01-17
LNK-77106,Fixed Refinance,"$234,237.02",6.369,2023-04-03
LNK-21210,Fixed Purchase,95456.66,5.646,2023-05-17
LNK-23439,Fixed Purchase,91977.42,7.735,2022-05-10
LNK-87341,Fixed Refinance,461682.62,,2022-03-01
LNK-82851,ARM,258303.09,6.126,2025-08-19
LNK-95454,Refinance,107447.35,4.869,2025-04-19
LNK-80316,ARM,378305.60,3.621,2024-12-28
LNK-45252,Refinance,301812.18,5.236,2019-03-05
LNK-74874,Refinance,383546.09,5.941,2020-04-29
LNK-6399,FHA Purchase,438320.33,6.422,2023-01-31
LNK-4718,Fixed Refinance,314383.56,6.776,2025-05-21
LNK-11646,ARM,455869.20,3.182,2019-12-23
LNK-6958,Jumbo Purchase,493740.27,7.444,2026-01-28
LNK-85076,Refinance,551884.75,4.611,2019-11-19
LNK-76598,Fixed Purchase,589830.34,5.353,2020-07-24
LNK-35688,Fixed Refinance,278245.70,7.286,2020-04-27
LNK-86344,ARM,462745.49,3.610,2022-04-30
LNK-28631, Fixed Purchase ,124926.13,7.218,2026-03-26
LNK-75991,Fixed Purchase,410575.14,7.839,2023-11-20
LNK-55602,FIXED PURCHASE,407689.82,5.978,2019-11-01
LNK-82016,Fixed Refinance,556678.17,4.457,2023-02-09
LNK-84753,Fixed Purchase,525469.51,5.027,2024-06-14
LNK-4969,Fixed Purchase,317787.95,3.763,2025-06-25
LNK-66278,Jumbo Purchase,281435.35,6.840,2019-03-15
LNK-83203,Fixed Purchase,423183.27,6.813,2022-11-02
LNK-72509,FHA Purchase,330756.61,4.342,2024-04-09
LNK-38967,Refinance,576955.18,,2022-02-20
LNK-85136,Fixed Purchase,363291.30,7.303,2021-01-18
LNK-40596,Fixed Purchase,327153.82,0.0807,2019-10-24
LNK-64300,FHA Purchase,579444.85,5.373,2024-05-26
LNK-33096,Fixed Refinance,589489.56,6.412,2019-08-30
LNK-90783,Refinance,606477.64,6.775,2020-03-23
LNK-54227,Refinance,253516.10,6.390,2019-06-28
LNK-39985,Fixed Purchase,522063.15,3.982,2025-05-21
