ledger_id,loan_id,due_date,paid_date,emi_due,emi_paid
TXN-11950,LNK-80887,2025-01-01,2025-01-18,$936.95,907.77
TXN-64510,LNK-80887,2025-02-01,02/03/2025,940.71,925.65
TXN-37341,LNK-32877,2024-11-01,2024-12-18,1264.36,1212.09
TXN-46265,LNK-32877,2024-12-01,2024-12-09,1326.78,1318.10
TXN-48699,LNK-32877,2025-01-01,2024-12-31,1297.56,1297.20
TXN-36201,LNK-32877,2025-02-01,2025-03-06,1254.77,878.34
TXN-74219,LNK-66673,2024-02-01,,1796.82,0.00
TXN-23479,LNK-66673,2024-03-01,2024-04-10,1839.00,1315.35
TXN-12541,LNK-6856,2019-04-01,2019-04-03,1312.48,1301.25
TXN-99508,LNK-6856,2019-05-01,2019-05-08,1272.08,1261.56
TXN-97849,LNK-6856,2019-06-01,06/13/2019,1303.14,1296.60
TXN-78004,LNK-6856,2019-07-01,2019-07-03,1258.03,1252.42
TXN-43580,LNK-6856,2019-08-01,2019-07-30,1272.49,"$1,257.48"
TXN-57720,LNK-6856,2019-08-01,2019-07-30,1272.49,"$1,257.48"
TXN-31899,LNK-89470,2024-08-01,2024-07-30,2719.84,2706.24
TXN-53474,LNK-89470,2024-09-01,2024-09-05,2691.72,2657.59
TXN-68243,LNK-89470,2024-10-01,,2811.91,0.00
TXN-55332,LNK-89470,2024-11-01,2024-11-02,2715.21,2700.78
TXN-45333,LNK-89470,2024-12-01,2024-12-04,2792.55,2773.21
TXN-34287,LNK-89470,2025-01-01,,2710.47,0.00
TXN-40024,LNK-36992,01/01/2020,2020-01-08,3421.53,3401.09
TXN-70319,LNK-36992,2020-02-01,2020-02-26,3405.80,3375.85
TXN-41234,LNK-36992,2020-03-01,2020-03-10,3433.02,3387.65
TXN-54251,LNK-19018,2019-04-01,2019-04-11,1170.00,1162.98
TXN-37623,LNK-19018,2019-05-01,2019-05-24,1170.62,503.77
TXN-43828,LNK-19018,2019-06-01,2019-06-29,1191.90,1186.06
TXN-84123,LNK-19018,2019-07-01,2019-07-08,1178.08,1160.29
TXN-69802,LNK-19018,2019-08-01,2019-08-05,1195.04,1178.32
TXN-26456,LNK-19018,2019-09-01,2019-09-07,1191.79,1183.11
TXN-50828,LNK-33096,2019-09-01,2019-09-10, 3686.32 ,3616.63
TXN-78363,LNK-33096,2019-10-01,2019-10-11,3771.26,"$3,704.73"
TXN-64971,LNK-33096,2019-11-01,2019-11-12,3601.21,3580.97
TXN-48088,LNK-33096,2019-11-01,2019-11-12,3601.21,3580.97
TXN-78183,LNK-24519,2021-05-01,2021-05-11,2418.22,2406.74
TXN-91092,LNK-24519,2021-06-01,,2313.02,0.00
TXN-76806,LNK-24519,2021-07-01,2021-07-12,2349.62,2346.63
TXN-95288,LNK-24519,2021-08-01,2021-08-12,2345.12,2312.64
TXN-95210,LNK-47438,2025-11-01,,1481.41,0.00
TXN-35406,LNK-47438,2025-12-01,2025-12-01,1475.81,1473.85
TXN-31740,LNK-6220,2026-01-01,12/30/2025,1905.28,1892.12
TXN-31143,LNK-6220,2026-02-01,2026-02-05,1915.07,"$1,914.78"
TXN-53579,LNK-81805,2023-04-01,2023-06-06,2871.66,2844.50
TXN-38986,LNK-81805,2023-05-01,,2839.13,0.00
TXN-54124,LNK-81805,2023-06-01,2023-06-01, 2917.11 ,2861.35
TXN-13442,LNK-81805,2023-07-01,07/13/2023,2850.78,2825.64
TXN-34149,LNK-41685,2022-02-01,2022-02-13,2190.47,2158.05
TXN-33848,LNK-41685,2022-03-01,,2247.78,0.00
TXN-68626,LNK-89835,2021-01-01,2021-01-25,2125.30,$688.23
TXN-68450,LNK-89835,02/01/2021,2021-02-13,2137.74,2096.81
TXN-44282,LNK-89835,2021-03-01,2021-04-09,2113.89,1158.30
TXN-95333,LNK-89835,2021-04-01,2021-04-07,2067.02,2028.15
TXN-61844,LNK-5809,2019-05-01,2019-05-11,2185.09,2147.93
TXN-93846,LNK-5809,2019-06-01,2019-06-11,2172.39,2169.94
TXN-85905,LNK-5809,2019-07-01,2019-06-28,2217.82,2180.68
TXN-10960,LNK-66191,2022-09-01,2022-09-07,2314.82,2306.10
TXN-35226,LNK-66191,2022-10-01,2022-09-30,2316.27,2309.91
TXN-40153,LNK-66191,2022-11-01,11/08/2022,2385.20,2352.67
TXN-77872,LNK-66191,2022-12-01,2022-12-02,2353.51,2310.83
TXN-43396,LNK-66191,2023-01-01,2023-01-09,2320.75,2303.98
TXN-74507,LNK-66191,2023-02-01,,2314.80,0.00
TXN-24507,LNK-42441,07/01/2020,07/03/2020,1508.21,1484.52
TXN-38799,LNK-42441,2020-08-01,2020-08-06,"$1,476.12",1465.68
TXN-72496,LNK-42441,2020-09-01,2020-11-04,1502.71,1484.36
TXN-11246,LNK-42441,2020-10-01,2020-10-13,1563.91,1542.19
TXN-54498,LNK-42441,2020-11-01,2020-12-08,1545.35,395.86
TXN-79187,LNK-42441,2020-12-01,2021-01-15,1526.64,709.63
TXN-74763,LNK-53184,2024-01-01,2024-01-06,2105.09,2098.36
TXN-74365,LNK-53184,2024-02-01,2024-02-01,2020.36,2009.96
TXN-53904,LNK-53184,2024-03-01,2024-04-14,2062.51,1376.88
TXN-28400,LNK-53184,2024-04-01,,2118.94,0.00
TXN-31319,LNK-53184,2024-05-01,2024-05-05,2045.72,2034.15
TXN-33910,LNK-53184,2024-06-01,NULL,2049.97,0.00
TXN-20814,LNK-7839,2023-11-01,2023-12-12,2738.12,2620.55
TXN-99495,LNK-7839,2023-12-01,2023-12-13,2673.81,2663.87
TXN-92129,LNK-85109,2025-06-01,NULL,803.08,0.00
TXN-97525,LNK-85109,2025-07-01,2025-07-30,835.64,368.59
TXN-30992,LNK-85109,2025-08-01,2025-07-30,805.60,799.63
TXN-15916,LNK-85109,2025-09-01,2025-09-01,801.62,795.49
TXN-14397,LNK-85109,2025-10-01,2025-09-28,830.36,829.55
TXN-50027,LNK-85109,2025-11-01,2025-11-21,839.87,223.12
TXN-11600,LNK-15371,2026-03-01,,3516.55,0.00
TXN-93085,LNK-15371,2026-04-01,03/29/2026,3670.24,3642.15
TXN-29700,LNK-15371,2026-05-01,2026-05-02,3536.52,3487.24
TXN-38153,LNK-15371,2026-06-01,2026-06-07,3522.11,3467.48
TXN-96734,LNK-15371,2026-07-01,2026-07-27,3563.29,2573.77
TXN-46861,LNK-43523,2022-06-01,2022-06-02,2922.42,2911.31
TXN-52921,LNK-43523,2022-06-01,2022-06-02,2922.42,2911.31
TXN-27414,LNK-43523,2022-07-01,2022-07-12,3030.55,3004.39
TXN-16191,LNK-61875,2023-02-01,2023-02-04,1364.94,1353.46
TXN-34607,LNK-61875,2023-03-01,2023-03-10,1336.49,1316.53
TXN-39634,LNK-61875,2023-04-01,2023-04-01,1323.67,1321.88
TXN-98853,LNK-77507,2020-09-01,,1458.23,$0.00
TXN-81433,LNK-77507,2020-10-01,2020-10-01,1428.47,1423.41
TXN-72727,LNK-77507,2020-11-01,,1457.95,0.00
TXN-93963,LNK-77507,2020-12-01,2020-12-06,1389.15,1388.29
TXN-37631,LNK-77507,2021-01-01,NULL,1440.33,0.00
TXN-82485,LNK-6943,2024-08-01,2024-07-31,2441.00,"$2,440.54"
TXN-49545,LNK-6943,2024-09-01,2024-09-02,2405.46,2400.30
TXN-58881,LNK-6943,2024-10-01,2024-10-05,2403.48,1668.55
TXN-37550,LNK-6943,2024-11-01,2024-11-03,2441.10,2438.76
TXN-57043,LNK-6943,2024-12-01,2025-01-02,2354.06,1654.39
TXN-14309,LNK-6943,2025-01-01,2025-01-11,2423.28,2399.74
TXN-17121,LNK-91710,2022-08-01,,3272.99,0.00
TXN-26419,LNK-91710,2022-09-01,2022-09-04,3336.18,3327.54
TXN-22710,LNK-91710,2022-10-01,2022-09-30,3311.86,3267.41
TXN-51139,LNK-91710,2022-11-01,2022-11-02,3293.44,3261.85
TXN-96941,LNK-47566,2024-10-01,09/29/2024,1956.01,1923.69
TXN-63919,LNK-47566,2024-11-01,2024-12-16,2014.75,885.23
TXN-81177,LNK-47566,2024-12-01,2024-12-29,1917.66,987.95
TXN-35987,LNK-47566,2025-01-01,2025-01-12,1992.08,1953.23
TXN-62811,LNK-47566,2025-02-01,02/03/2025,1975.00,"$1,971.32"
TXN-59490,LNK-68862,2019-11-01,2019-10-31,3790.89,3770.63
TXN-64460,LNK-68862,2019-12-01,2020-01-19,3693.37,3579.99
TXN-84165,LNK-68862,2020-01-01,2020-01-12,3774.15,3752.64
TXN-46676,LNK-68862,02/01/2020,2020-03-07,3721.46,1399.14
TXN-93876,LNK-71855,2024-01-01,2023-12-30,3381.18,3354.91
TXN-34736,LNK-71855,2024-02-01,2024-03-06,3504.31,2617.26
TXN-63359,LNK-71855,2024-03-01,2024-04-12,3533.42,893.68
TXN-54410,LNK-31870,2019-09-01,2019-09-08,699.00,691.92
TXN-76552,LNK-31870,2019-10-01,2019-10-09,700.64,$689.81
TXN-91633,LNK-31870,2019-11-01,2019-10-31,706.59,706.49
TXN-49871,LNK-31870,2019-12-01,,705.32,0.00
TXN-90783,LNK-68811,2022-01-01,2022-01-11,3242.35,3193.24
TXN-19293,LNK-68811,2022-02-01,2022-02-21,3168.97,3130.41
TXN-89397,LNK-68811,03/01/2022,2022-03-12,3240.19,3196.08
TXN-85628,LNK-75668,2021-05-01,2021-05-11,3472.23,3467.72
TXN-72866,LNK-75668,2021-06-01,2021-06-11,3571.86,1398.78
TXN-81041,LNK-75668,2021-07-01,2021-09-08,3430.47,3374.32
TXN-52085,LNK-75668,2021-08-01,2021-08-10,3485.63,3454.34
TXN-24970,LNK-75668,2021-09-01,2021-10-31,3507.49,3379.32
TXN-38816,LNK-75668,2021-10-01,2021-10-06,3413.12,1531.97
TXN-94315,LNK-61899,2025-02-01,2025-03-13,2982.65,1172.68
TXN-50577,LNK-61899,2025-03-01,2025-05-10,3011.55,3001.96
TXN-48503,LNK-61899,2025-04-01,2025-05-14,2872.25,2760.49
TXN-51313,LNK-61899,2025-05-01,05/11/2025,2857.94,2845.95
TXN-52040,LNK-61899,2025-06-01,2025-06-05,2922.04, 2881.09 
TXN-42457,LNK-29760,2020-11-01,11/07/2020,2601.44,2568.70
TXN-31182,LNK-29760,2020-12-01,2020-12-05,2613.12,2571.99
TXN-88180,LNK-29760,2021-01-01,2021-02-08,2571.68,1568.19
TXN-61101,LNK-39770,2020-03-01,,3214.52,0.00
TXN-75273,LNK-39770,2020-04-01,2020-04-05,3318.68,3286.62
TXN-75185,LNK-39770,2020-05-01,2020-06-23,3323.21,3295.35
TXN-34889,LNK-39770,2020-06-01,2020-06-06,3243.95,"$3,206.34"
TXN-74435,LNK-55254,2023-03-01,2023-04-14,1366.08,688.25
TXN-51320,LNK-55254,2023-04-01,NULL,1381.40,0.00
TXN-86223,LNK-55254,2023-05-01,2023-06-04,1334.65,949.04
TXN-50843,LNK-55254,2023-06-01,2023-06-04,1348.10,1324.97
TXN-30468,LNK-53743,2025-12-01,,1475.07,0.00
TXN-80991,LNK-53743,2026-01-01,2026-02-05,1453.41,1424.06
TXN-37392,LNK-53743,2026-02-01,2026-02-01,1428.06,1426.74
TXN-21631,LNK-53743,2026-03-01,2026-03-03,1423.30,623.55
TXN-75992,LNK-53743,2026-04-01,2026-04-18,1462.19,915.45
TXN-94845,LNK-95688,2025-01-01,2025-02-09,928.69,904.26
TXN-81254,LNK-95688,2025-02-01,2025-04-10,944.24,901.54
TXN-78858,LNK-97650,2025-03-01,,2079.65,0.00
TXN-96159,LNK-97650,2025-04-01,2025-04-22,2075.13,1978.32
TXN-61628,LNK-97650,05/01/2025,2025-05-02,2084.44,2077.31
TXN-24258,LNK-97650,06/01/2025,2025-08-02,2094.56,2026.30
TXN-62109,LNK-97650,2025-07-01,2025-06-28,2165.27,2150.19
TXN-64890,LNK-97650,2025-08-01,2025-08-12,2165.01,2122.13
TXN-62435,LNK-23527,2020-08-01,2020-08-03,2870.45,2091.67
TXN-40091,LNK-23527,2020-09-01,2020-08-29,2893.40,2884.89
TXN-41963,LNK-23527,2020-10-01,2020-09-30,2948.40,2928.13
TXN-49244,LNK-23527,2020-11-01,2020-12-22,2805.24,2746.07
TXN-34218,LNK-23527,2020-12-01,,2907.62,0.00
TXN-77128,LNK-23527,2021-01-01,2020-12-30,2850.55,2818.65
TXN-14546,LNK-65962,2022-06-01,2022-08-13,3296.77,3229.55
TXN-89065,LNK-65962,2022-07-01,2022-07-02,3424.34,3401.45
TXN-20710,LNK-65962,2022-08-01,2022-08-01,3274.16,3264.83
TXN-22766,LNK-65962,2022-09-01,,3258.43,0.00
TXN-54455,LNK-65962,2022-10-01,2022-10-08,3380.69,"$3,313.44"
TXN-44025,LNK-65962,2022-11-01,2022-11-01,3368.95,3343.11
TXN-24733,LNK-64334,2023-01-01,2023-02-19,6905.57,6664.94
TXN-59692,LNK-64334,2023-02-01,2023-02-06,6939.83,6836.90
TXN-76931,LNK-64334,2023-03-01,2023-03-25,7039.96,4576.77
TXN-48709,LNK-84956,2025-02-01,2025-01-30,2182.21,2147.40
TXN-70867,LNK-84956,2025-03-01,2025-03-03,2208.79,2185.36
TXN-69808,LNK-84956,2025-04-01,2025-03-29,2197.97,2180.30
TXN-10746,LNK-34092,2020-01-01,2020-01-06,1313.76,1287.73
TXN-56692,LNK-34092,2020-02-01,2020-02-08,1329.35,1323.22
TXN-98783,LNK-44054,2022-07-01,2022-07-09,3794.28,3744.27
TXN-43967,LNK-44054,2022-08-01,2022-07-30,3704.84,3691.43
TXN-97407,LNK-44054,2022-09-01,2022-08-31,3607.92,3566.34
TXN-85218,LNK-44054,2022-10-01,2022-09-29,3773.50,3738.16
TXN-24918,LNK-44054,2022-11-01,2022-11-12,3609.19,3576.97
TXN-19261,LNK-44054,2022-12-01,2022-12-04,3607.14,3583.98
TXN-98418,LNK-9799,2026-05-01,2026-05-13,2418.64,2372.53
TXN-98533,LNK-9799,2026-06-01,2026-05-29,2372.09,2336.47
TXN-44164,LNK-46158,2019-06-01,2019-05-29,1991.85,1959.68
TXN-14142,LNK-46158,2019-07-01,2019-07-17,2030.66,772.42
TXN-66180,LNK-46158,2019-08-01,2019-08-07,2007.89,2001.58
TXN-58659,LNK-46158,2019-09-01,2019-09-11,2094.88,2092.16
TXN-94279,LNK-46158,2019-10-01,2019-10-17,2000.71,$983.00
TXN-45424,LNK-46158,2019-11-01,2019-11-19,2034.80,949.30
TXN-74755,LNK-36720,2021-03-01,2021-03-11,839.77,831.83
TXN-62001,LNK-36720,2021-04-01,2021-04-22,829.66,555.10
TXN-56316,LNK-36720,2021-05-01,2021-05-02,825.36,817.28
TXN-22535,LNK-36720,2021-06-01,2021-06-05,820.20,820.14
TXN-33789,LNK-46652,2019-03-01,2019-02-28,1505.21,1493.00
TXN-65583,LNK-46652,2019-04-01,,1543.32,0.00
TXN-73239,LNK-46652,2019-05-01,2019-05-09,1535.25,1083.95
TXN-99689,LNK-49351,2026-01-01,2026-01-02,2132.45,680.12
TXN-93953,LNK-49351,2026-02-01,,2105.64,$0.00
TXN-95005,LNK-49351,2026-03-01,2026-05-06,"$2,156.21",2111.51
TXN-45849,LNK-49351,2026-04-01,2026-04-03,2131.35,2099.07
TXN-88270,LNK-49351,2026-05-01,05/12/2026,2056.26,2051.16
TXN-12301,LNK-10637,2020-05-01,2020-05-05,1251.41,1227.94
TXN-70034,LNK-10637,2020-06-01,2020-08-10,1246.42,1196.09
TXN-56722,LNK-10637,2020-07-01,2020-07-07,1225.87,1215.66
TXN-39575,LNK-10637,2020-08-01,2020-09-04,1251.30,506.28
TXN-55669,LNK-10637,2020-09-01,2020-09-07,1231.57,1218.15
TXN-23285,LNK-10637,2020-10-01,,1207.37,0.00
TXN-36254,LNK-33536,2019-02-01,NULL,2150.12,0.00
TXN-77305,LNK-33536,2019-03-01,03/11/2019,2143.84,2105.94
TXN-42541,LNK-33536,2019-04-01,2019-03-29,2184.54,2154.66
TXN-44170,LNK-2617,2023-06-01,2023-06-04,"$2,614.75",2606.36
TXN-57932,LNK-2617,2023-07-01,NULL,2610.71,0.00
TXN-64162,LNK-2617,2023-08-01,2023-08-07,2697.75,2695.15
TXN-31530,LNK-2617,2023-09-01,2023-09-07,2620.79,2596.28
TXN-84091,LNK-2617,2023-10-01,2023-09-30,2719.03,2683.16
TXN-38333,LNK-2617,2023-11-01,2023-11-30,2668.79,2628.91
TXN-38970,LNK-44343,2025-10-01,2025-10-05,1136.36,500.46
TXN-49580,LNK-44343,2025-11-01,2025-11-26,1142.93,1119.10
TXN-97387,LNK-44343,2025-12-01,2025-12-08,1165.64,1162.16
TXN-88721,LNK-75766,2021-10-01,2021-10-08,3067.50,3028.48
TXN-52625,LNK-75766,2021-11-01,2021-11-26,3105.12,1140.20
TXN-65306,LNK-10567,2019-08-01,2019-09-01,2123.54,1377.32
TXN-53347,LNK-10567,2019-09-01,2019-11-03,2127.20,2103.79
TXN-24233,LNK-10567,2019-10-01,2019-10-06,2170.25,2152.90
TXN-53864,LNK-10567,2019-11-01,2020-01-02,2235.75,2154.47
TXN-79716,LNK-75847,2021-08-01,2021-08-11,1114.00,1108.59
TXN-30123,LNK-75847,2021-09-01,2021-09-07,1129.22,1119.89
TXN-30298,LNK-75847,2021-10-01,2021-10-11,1091.87,1071.77
TXN-38004,LNK-75847,2021-11-01,2021-11-04,1109.87,"$1,091.73"
TXN-16909,LNK-59138,2019-11-01,2019-12-02,1179.57,358.58
TXN-87846,LNK-59138,2019-12-01,2019-11-28,1154.11,1140.71
TXN-49234,LNK-60469,2025-06-01,2025-07-15,2238.24,1046.23
TXN-73824,LNK-60469,2025-07-01,2025-07-01,2194.57,2185.95
TXN-62574,LNK-13903,2020-05-01,2020-05-06,746.09,737.40
TXN-14763,LNK-13903,2020-06-01,2020-06-08,738.18,724.93
TXN-54845,LNK-13903,2020-07-01,2020-07-04,738.22,727.63
TXN-84392,LNK-13903,2020-08-01,2020-08-20,761.02,744.85
TXN-65955,LNK-13903,2020-09-01,2020-09-04,738.80,724.58
TXN-68650,LNK-13903,2020-10-01,2020-10-09,723.00,722.59
TXN-63514,LNK-87563,2021-05-01,2021-04-28,2224.17,2179.97
TXN-57714,LNK-87563,2021-06-01,2021-06-07,2312.62,2308.57
TXN-97817,LNK-87563,2021-07-01,2021-07-09,2214.61,2184.38
TXN-66720,LNK-16435,2021-11-01,2021-11-11,3354.35,3332.76
TXN-20977,LNK-16435,2021-12-01,2022-01-25,3320.33,3167.72
TXN-31990,LNK-16435,2022-01-01,2022-01-02,3314.74,3252.62
TXN-45803,LNK-16435,2022-02-01,2022-01-29,3336.94,3307.21
TXN-83998,LNK-16435,2022-03-01,2022-03-11,3205.98,3194.25
TXN-81850,LNK-57440,2021-05-01,2021-05-11,2168.21,2145.29
TXN-99574,LNK-57440,2021-06-01,2021-06-09,2131.86,2122.13
TXN-38637,LNK-57440,2021-07-01,2021-07-08,2106.85,2088.06
TXN-40165,LNK-96991,2025-11-01,2025-12-06,7037.50,6688.26
TXN-49129,LNK-96991,2025-12-01,2025-12-08,7244.83,7215.26
TXN-43848,LNK-96991,2026-01-01,2026-01-01,7351.00,7306.56
TXN-22795,LNK-19894,2019-10-01,2019-11-09,1765.20,1224.69
TXN-50928,LNK-19894,2019-11-01,2019-11-23,1747.67,1214.08
TXN-60055,LNK-19894,2019-12-01,NULL,1726.80,0.00
TXN-73669,LNK-46718,2026-04-01,2026-05-04,1414.04,954.55
TXN-86022,LNK-46718,2026-05-01,2026-05-06,1459.82,1439.10
TXN-60391,LNK-38667,2019-03-01,,1475.13,0.00
TXN-36829,LNK-38667,2019-04-01,2019-04-12,1430.22,1407.92
TXN-76748,LNK-38667,2019-05-01,2019-05-08,1488.15,1458.74
TXN-86950,LNK-38667,2019-06-01,2019-06-02,1432.23,1411.04
TXN-29625,LNK-38667,2019-07-01,2019-06-29,1500.67,1470.91
TXN-58709,LNK-49015,2020-01-01,2020-01-17,2810.41,922.17
TXN-98112,LNK-49015,2020-02-01,2020-02-07, 2670.56 ,2627.70
TXN-31627,LNK-64201,2023-07-01,,"$1,571.69",0.00
TXN-90626,LNK-64201,2023-08-01,2023-08-12,1551.87,1529.77
TXN-23228,LNK-64201,2023-09-01,2023-09-06,1619.30,1612.59
TXN-47520,LNK-91266,2023-02-01,2023-03-02,1366.78,785.44
TXN-94228,LNK-91266,2023-03-01,2023-03-10,1404.21,867.25
TXN-88041,LNK-76631,2021-11-01,2021-11-09,1839.89,1824.49
TXN-39324,LNK-76631,2021-12-01,2021-11-29,1809.85,1784.59
TXN-72054,LNK-76631,2022-01-01,2022-01-11,1784.78,1778.30
TXN-37944,LNK-76631,2022-02-01,2022-02-09,1807.53,1775.31
TXN-54412,LNK-31932,2024-06-01,2024-06-13,2447.69,2411.31
TXN-93777,LNK-31932,2024-07-01,,2403.82,0.00
TXN-95472,LNK-31932,2024-08-01,2024-09-24,2461.30,2395.44
TXN-96223,LNK-31932,2024-09-01,2024-09-08,2355.21,2332.47
TXN-30913,LNK-37010,2025-11-01,2025-11-10,2005.60,1982.92
TXN-90363,LNK-37010,2025-12-01,2025-12-09,1942.50,1941.65
TXN-16251,LNK-37010,2026-01-01,2026-01-11,1904.28,1897.33
TXN-78058,LNK-37010,2026-02-01,2026-01-30,1953.35,1950.19
TXN-39450,LNK-37010,2026-03-01,2026-03-29, 1901.41 , 1842.01 
TXN-21015,LNK-37010,2026-04-01,2026-04-04,1997.24,1977.21
TXN-20520,LNK-46398,2020-02-01,2020-02-13,3704.03,3658.48
TXN-61221,LNK-46398,2020-03-01,,3748.89,0.00
TXN-96416,LNK-46398,2020-04-01,,3698.53,0.00
TXN-77460,LNK-46398,2020-05-01,2020-05-07, 3648.93 ,3585.22
TXN-65287,LNK-46398,2020-06-01,2020-05-29,3581.05,3574.66
TXN-68678,LNK-46398,2020-07-01,2020-08-08,3728.97,975.44
TXN-44593,LNK-99886,2025-09-01,2025-09-13,3211.06,3180.98
TXN-44550,LNK-99886,2025-10-01,,3206.51,$0.00
TXN-68722,LNK-99886,2025-11-01,2025-11-07,3226.84,3188.84
TXN-78704,LNK-99886,2025-12-01,2025-12-09,3159.12,3154.56
TXN-67256,LNK-99886,2026-01-01,2026-01-11,3180.13,3126.46
TXN-69034,LNK-99886,2026-02-01,2026-02-11,3121.80,3080.66
TXN-36136,LNK-69614,2021-08-01,2021-09-26,3028.21,2934.36
TXN-27190,LNK-69614,09/01/2021,2021-08-30,3052.16,3037.80
TXN-10425,LNK-69614,2021-10-01,2021-11-15,3168.61,1427.16
TXN-69967,LNK-69614,2021-11-01,2021-11-10,3134.69,3125.96
TXN-18298,LNK-69614,2021-12-01,2021-12-23,3102.64,2997.27
TXN-21358,LNK-40691,2025-04-01,2025-05-14,1384.54, 1376.88 
TXN-22730,LNK-40691,2025-05-01,2025-05-12,1341.91,1339.83
TXN-62943,LNK-40691,2025-06-01,2025-07-10,1349.51,1307.72
TXN-90889,LNK-92937,2020-05-01,2020-04-28,2055.70,2021.58
TXN-43194,LNK-92937,2020-06-01,2020-06-22,2075.86,1996.89
TXN-42901,LNK-92937,2020-07-01,07/08/2020,2067.00,2066.47
TXN-25026,LNK-92937,2020-08-01,NULL,2173.39,0.00
TXN-96922,LNK-92937,2020-09-01,2020-09-02,2089.15,2084.06
TXN-81902,LNK-92937,2020-10-01,2020-09-29,2165.50,2130.05
TXN-28753,LNK-49374,2025-10-01,2025-09-29,2930.99,2895.84
TXN-61627,LNK-49374,2025-11-01,2025-12-10,"$2,947.15",1900.70
TXN-89013,LNK-64532,2025-12-01,2025-12-06,"$1,539.34",1534.50
TXN-75287,LNK-64532,2026-01-01,2026-01-03,1558.04,"$1,547.64"
TXN-97721,LNK-64532,2026-02-01,2026-02-23,1582.57,426.17
TXN-20762,LNK-64532,2026-03-01,2026-04-15,1506.46,1496.39
TXN-76105,LNK-64532,2026-04-01,2026-05-28,1531.89,1526.85
TXN-71202,LNK-69875,2020-08-01,2020-09-29,3164.50,3074.21
TXN-99983,LNK-69875,2020-09-01,2020-10-15,3291.35,3140.43
TXN-17454,LNK-69875,10/01/2020,2020-10-06,3149.67,"$3,114.90"
TXN-24929,LNK-55090,2021-06-01,2021-06-19,2200.29,2104.32
TXN-54935,LNK-55090,2021-07-01,2021-07-12,2107.16,2105.50
TXN-39921,LNK-55090,2021-08-01,2021-09-18,2151.77,2106.74
TXN-84906,LNK-58377,2021-07-01,2021-07-11,2214.74,"$2,210.27"
TXN-82889,LNK-58377,2021-08-01,2021-08-17,2202.02,2161.71
TXN-98246,LNK-58377,2021-09-01,2021-09-12,2167.21,2158.81
TXN-70594,LNK-58377,2021-10-01,2021-10-11,2215.09,2203.50
TXN-45144,LNK-48419,2026-03-01,2026-03-13,1628.57,1626.49
TXN-12746,LNK-48419,2026-04-01,2026-04-01,1623.11,1593.82
TXN-55972,LNK-48419,2026-05-01,2026-05-09,1689.94,1667.90
TXN-45634,LNK-48419,2026-06-01,2026-06-06,1636.26,1615.56
TXN-20124,LNK-48419,2026-07-01,2026-06-30,1631.28,1598.74
TXN-85715,LNK-80457,2022-09-01,2022-09-29,1607.19,1551.62
TXN-18465,LNK-80457,2022-10-01,2022-10-12,1601.82,"$1,587.26"
TXN-86410,LNK-80457,2022-11-01,2022-11-22,1625.15,1572.09
TXN-86783,LNK-43987,2020-06-01,2020-05-29,1595.86,1580.10
TXN-86423,LNK-43987,2020-07-01,2020-07-02,1602.82,1581.66
TXN-49220,LNK-43987,2020-08-01,2020-08-12,1620.32,1593.27
TXN-88849,LNK-43987,2020-09-01,2020-09-10,1624.73,1620.21
TXN-80019,LNK-43987,2020-10-01,2020-10-01,1557.21,1553.37
TXN-92953,LNK-85123,2022-04-01,2022-05-12,1994.62,655.24
TXN-51730,LNK-85123,2022-05-01,2022-05-06,2009.53,1973.74
TXN-96066,LNK-85123,2022-06-01,2022-06-07,1999.48,1977.60
TXN-25910,LNK-85123,2022-07-01,2022-07-04,2042.02,2022.69
TXN-26011,LNK-85123,2022-08-01,2022-08-13,2033.68,2032.21
TXN-73050,LNK-13672,2022-02-01,2022-02-06,3022.03,2985.18
TXN-47834,LNK-13672,2022-03-01,2022-03-11,2984.91,2957.08
TXN-32108,LNK-13672,2022-04-01,2022-04-05,3023.99,2968.65
TXN-61180,LNK-13672,2022-05-01,2022-05-29,2973.88,2837.01
TXN-20472,LNK-13672,2022-06-01,2022-05-31,"$3,036.29",2997.31
TXN-50829,LNK-56461,2025-05-01,2025-05-10,3246.11,3222.73
TXN-27175,LNK-56461,2025-06-01,2025-06-01, 3337.21 ,3317.91
TXN-28593,LNK-6706,2024-12-01,2024-12-07,2690.30,2654.81
TXN-68181,LNK-6706,2025-01-01,2025-01-22,2690.45,1610.02
TXN-50671,LNK-69494,2026-03-01,2026-02-26,1095.16,1084.25
TXN-13728,LNK-69494,2026-04-01,2026-03-31,1088.63,1083.13
TXN-48881,LNK-69494,2026-05-01,2026-05-07,1071.20,688.22
TXN-20731,LNK-69494,2026-06-01,2026-07-24,1085.78,1067.60
TXN-31997,LNK-69494,2026-07-01,,1060.07,0.00
TXN-31815,LNK-55477,2025-04-01,,2744.35,0.00
TXN-78662,LNK-55477,2025-05-01,2025-06-15,2846.29,2826.82
TXN-99089,LNK-55477,2025-06-01,,2715.99,0.00
TXN-53131,LNK-55477,2025-07-01,2025-07-01,2724.35,2721.76
TXN-75726,LNK-21032,2024-09-01,2024-09-10,7438.64,7368.89
TXN-84148,LNK-21032,2024-10-01,2024-10-13,7374.62,7342.53
TXN-94348,LNK-21032,2024-11-01,2024-11-13,"$7,510.05",7378.63
TXN-38660,LNK-21032,2024-12-01,,7468.45,0.00
TXN-95163,LNK-21032,2025-01-01,2025-01-12,7516.86,7504.13
