financial_id,loan_id,origination_salary,current_salary,origination_credit_score,current_credit_score
FIN-49626,LNK-24703,19354.30,,739,
FIN-99319,LNK-91812,8226.94,11855.11,742,785
FIN-35468,LNK-82885,"$17,153.47",18406.94,700,690
FIN-52530,LNK-22697,15373.19,14536.41,696,698
FIN-40617,LNK-95526,4980.78,5128.71,776,754
FIN-53513,LNK-58366,14907.08,10948.00,809,778
FIN-28345,LNK-6726,21057.25,24876.22,703,706
FIN-78664,LNK-54852,12552.50,,704,
FIN-71138,LNK-48749,5870.34,2914.48,580,503
FIN-91958,LNK-89652,8842.89,"$8,659.60",615,624
FIN-79114,LNK-95317,8936.38,8301.66,628,624
FIN-59701,LNK-32133,11787.81,6447.59,710,641
FIN-3041,LNK-59222,21621.68,22381.22,611,599
FIN-14320,LNK-81031,14749.35,20662.31,742,749
FIN-39793,LNK-38346,3270.65,,606,
FIN-87851,LNK-99617,16493.15,20567.71,741,733
FIN-83364,LNK-99112,16911.55,16454.86,728,741
FIN-85657,LNK-59841,6886.55,7655.16,684,718
FIN-43946,LNK-31671,17864.20,18069.27,814,826
FIN-48267,LNK-70993,7141.62,7269.31,590,601
FIN-64700,LNK-32348,15748.20,6955.11,592,498
FIN-1642,LNK-41562,9845.78,10336.02,692,672
FIN-31248,LNK-62474,18725.21,21186.34,632,661
FIN-79551,LNK-26430,14620.48,7176.05,788,615
FIN-95024,LNK-49213,19956.86,19277.26,628,630
FIN-32108,LNK-89907,21384.08,22045.59,601,595
FIN-33838,LNK-75766,21399.59,27572.78,782,789
FIN-87692,LNK-58749,10877.69,13023.47,773,797
FIN-18343,LNK-61513,21850.87,26277.63,639,679
FIN-63316,LNK-37932,21592.71,21998.20,728,733
FIN-92175,LNK-51052,17796.27,18291.12,591,574
FIN-13983,LNK-66916,8198.87,9298.15,788,792
FIN-95935,LNK-70135,12882.95,,725,
FIN-71910,LNK-55874,67048.44,3781.68,748,597
FIN-52789,LNK-22241,7763.31,3801.31,778,727
FIN-53105,LNK-27174,20634.44,19984.74,590.0,596
FIN-98958,LNK-80254,10263.01,12681.42,702,738
FIN-77440,LNK-19140,10834.53,128211.36,587,584
FIN-20780,LNK-33768,21914.85,20364.62,722,730
FIN-48463,LNK-7839,5626.89,,724.0,
FIN-43225,LNK-85040,173845.80,18352.36,655,674
FIN-17533,LNK-63991,14913.37,"$13,957.19",757,757
FIN-80211,LNK-49655,2861.07,2918.44,783,784
FIN-85993,LNK-73684,10552.29,11371.48,624,631
FIN-8177,LNK-94244,4106.01,,679,
FIN-44157,LNK-68621,17680.66,24601.01,709,742
FIN-4126,LNK-17341,4015.28,4997.17,592,601
FIN-82413,LNK-38363,5937.87,3873.83,676,568
FIN-23758,LNK-11993,3246.16,3025.46,695,708
FIN-52043,LNK-22012,14920.88,9325.79,781,707
FIN-8024,LNK-36755,11303.02,10473.45,595,603
FIN-1929,LNK-59893,13528.28,8059.21,797,695
FIN-7279,LNK-68286,7762.79,,721,
FIN-88400,LNK-58340,18542.57,26125.60,716,721
FIN-11512,LNK-13021,10796.36,13664.68,814,848
FIN-15560,LNK-30102,203227.32,6383.81,605,470
FIN-88454,LNK-60130,21919.84,26719.03,688,725
FIN-99283,LNK-46820,8514.77,8705.46,806,817.0
FIN-8259,LNK-4495,15928.03,,707,
FIN-11900,LNK-55381,16292.00,15439.55,744,740
FIN-43821,LNK-7980,18946.32,17814.76,768,776
FIN-56591,LNK-52964,3243.99,3510.38,781,791
FIN-10673,LNK-66799,21048.77,13350.88,692,553
FIN-55431,LNK-50015,8247.14,6488.09,795,727
FIN-10229,LNK-31903,10243.79,5800.17,734,614
FIN-77732,LNK-51615,7639.00,7163.81,719,704
FIN-61250,LNK-11696,16670.31,10705.27,737,669
FIN-26234,LNK-50140,5389.36,5669.53,815,818
FIN-74642,LNK-30430,198332.04,"$17,577.19",775,757
FIN-34806,LNK-4694,137054.40,11213.23,609,622
FIN-34079,LNK-42770,12126.96,16820.09,667,697
FIN-98908,LNK-13987,20136.81,23565.69,647,658
FIN-82721,LNK-94677,10900.69,11092.77,726,739
FIN-83155,LNK-86191,11693.90,7874.41,700,667
FIN-68406,LNK-44947,11122.33,5466.57,778,654
FIN-11734,LNK-20142,12721.87,13585.24,639,649
FIN-19260,LNK-19035,13120.90,150815.04,614,601
FIN-12497,LNK-6020,15595.05,15321.27,619,616
FIN-31276,LNK-38601,7655.38,7948.91,627,638
FIN-1158,LNK-62925,11070.01,5003.59,682,587
FIN-89157,LNK-92235,15115.36,11506.75,631,566
FIN-97975,LNK-19191,4320.68,4508.73,621,622
FIN-73881,LNK-93476,7250.84,7421.99,588,566
FIN-68108,LNK-62487,5654.00,5981.28,798,797
FIN-19341,LNK-59799,3498.41,,734,
FIN-86871,LNK-81654,20215.83,7502.71,607,527
FIN-26325,LNK-1688,18823.00,18290.16,666,660
FIN-70580,LNK-11384,7573.47,51216.96,712,590
FIN-40708,LNK-3490,5301.63,6607.77,656,701
FIN-88295,LNK-34544,16064.91,16895.46,745,755
FIN-50213,LNK-29266,16510.40,16972.12,726,733
FIN-76099,LNK-20597,11588.78,13083.76,707,746
FIN-82853,LNK-72932,5830.64,5734.40,790,790
FIN-7715,LNK-96320,4834.96,5191.04,716.0,749
FIN-90181,LNK-80807,17219.34,6940.69,706,539
FIN-90993,LNK-70176,"$20,326.84",8457.40,588,403
FIN-93915,LNK-56476,6181.96,8948.88,812,850
FIN-74489,LNK-15573,8754.14,8483.26,751,752
FIN-54068,LNK-32147,20418.18,28908.39,595,639
FIN-63661,LNK-40472,6495.30,6485.27,797,788
FIN-17758,LNK-16970,21922.59,12687.82,759,715
FIN-26774,LNK-7258,6491.12,9160.84,720,744
FIN-89323,LNK-32252,9392.55,9994.07,706,701
FIN-29580,LNK-56027,16984.49,11475.35,752,650
FIN-10643,LNK-82633,5942.09,7497.53,780,823
FIN-9042,LNK-60914,"$17,443.84",12873.62,682,562
FIN-35563,LNK-9232,3193.03,4153.72,614,642
FIN-88203,LNK-15530,11593.30,142310.88,653,642
FIN-35393,LNK-66513,16577.17,11040.40,668,594
FIN-70366,LNK-79215,21015.04,27893.08,767,775
FIN-17366,LNK-71261,3832.82,5401.28,821,840
FIN-65722,LNK-3154,15016.78,20088.68,813,842
FIN-89639,LNK-83831,17912.26,24578.99,634,666
FIN-62106,LNK-68551,4773.27,5794.89,740,780
FIN-83325,LNK-76372,4229.95,2569.85,723,607
FIN-33114,LNK-32711,6135.84,6213.34,643,622
FIN-83330,LNK-95181,7785.73,4486.48,688,589
FIN-55092,LNK-19818,21239.81,22173.74,815,801
FIN-48553,LNK-39177,14169.08,9060.62,700,654
FIN-42551,LNK-57261,4501.00,6218.66,770,776
FIN-95979,LNK-1205,15828.10,15521.43,609,593.0
FIN-55917,LNK-81584,7080.72,6814.75,594,598
FIN-10202,LNK-47244,12670.96,9300.40,635,463
FIN-80417,LNK-32531,7395.33,7571.00,641,636
FIN-19153,LNK-75798,13165.63,18649.80,799,809
FIN-17573,LNK-55600,17054.59,17575.70,793,775
FIN-70508,LNK-25551,5939.93,6219.49,626,626
FIN-72689,LNK-88080,5722.02,86128.68,616,667
FIN-18853,LNK-88584,12319.09,12483.92,776,780
FIN-19311,LNK-69614,11550.01,,587,
FIN-3751,LNK-48265,9923.72,9161.52,682,665
FIN-54826,LNK-9870,6972.41,6614.65,645,632
FIN-28960,LNK-69951,9226.44,7205.87,706,671
FIN-99389,LNK-72313,7702.42,7679.33,739,729
FIN-11696,LNK-67496,20552.51,21090.36,621,608
FIN-69979,LNK-67535,14736.94,16624.24,724,765
FIN-96320,LNK-73633,12768.23,12293.67,801,813
FIN-53118,LNK-3665,7110.99,6954.35,763,774
FIN-38673,LNK-52177,5979.11,8053.54,584,580
FIN-16933,LNK-62621,20424.43,152319.24,727,617
FIN-64005,LNK-6706,20627.55,21620.83,792,798
FIN-51384,LNK-84318,116801.40,9303.44,632,611
FIN-9274,LNK-51709,11362.64,12965.77,783,815
FIN-84633,LNK-49929,8536.18,108936.60,805,784
FIN-83535,LNK-34246,10922.01,6107.11,672,494
FIN-83231,LNK-98952,18210.46,24845.59,623,644
FIN-95081,LNK-3128,8707.69,8795.53,807,815
FIN-30274,LNK-47805,17302.49,18557.97,581,593
FIN-4808,LNK-9855,5204.54,5215.15,746,724
FIN-21387,LNK-46193,17883.04,18209.42,580,576
FIN-25849,LNK-32604,19832.76,23863.38,733,736
FIN-55193,LNK-97068,"$13,480.74",14358.31,755,740
FIN-35314,LNK-87127,20570.05,21147.73,783,782
FIN-16252,LNK-83346,6236.53,8235.52,701,711
FIN-91476,LNK-14587,4272.85,4765.97,646,684
FIN-83285,LNK-77271,13149.94,8486.29,693,586
FIN-58194,LNK-97362,6502.05,4795.27,656,530
FIN-80632,LNK-44583,7938.99,8701.27,760,786
FIN-32291,LNK-18486,7987.19,10222.61,774,812
FIN-56516,LNK-6811,6175.57,70579.44,651.0,626
FIN-67419,LNK-47176,20998.81,23233.98,706,724
FIN-25808,LNK-72567,4229.68,4469.06,638,653
FIN-42532,LNK-45374,9163.13,8516.27,752,734
FIN-83008,LNK-85252,5796.25,4396.73,782,599
FIN-80886,LNK-23949,4521.22,4487.17,584,589
FIN-78470,LNK-90742,4823.95,5010.59,686,688
FIN-9666,LNK-61899,4281.70,4214.85,697.0,696
FIN-55241,LNK-92146,21397.69,"$22,934.83",649,654
FIN-61613,LNK-63722,2828.22,2246.34,680,585
FIN-57956,LNK-83802,10067.01,9857.84,796,796
FIN-36902,LNK-24891,11593.25,10924.12,744,749
FIN-2959,LNK-18675,8576.52,10163.39,690,713
FIN-32957,LNK-9270,38441.16,4294.57,641,646
FIN-20312,LNK-94853,17841.69,21775.61,759,760
FIN-30534,LNK-60988,16297.10,17245.76,794,775
FIN-76681,LNK-5847,21054.84,22233.12,809,813.0
FIN-88349,LNK-39462,18838.54,8321.51,804,689
FIN-9876,LNK-27422,14251.09,19007.20,597,627
FIN-94456,LNK-6741,10822.93,10065.17,727,726
FIN-75916,LNK-27144,19458.99,20575.52,592,594
FIN-97229,LNK-6492,10428.31,5684.05,802,729
FIN-30899,LNK-42365,13862.66,13018.98,748,759
FIN-87322,LNK-41642,15876.18,15700.25,631,612
FIN-24551,LNK-68552,21592.08,19976.23,818,832
FIN-45995,LNK-53196,3734.86,3804.11,791,770
FIN-19338,LNK-72176,5671.83,7115.36,584,606
FIN-70947,LNK-63049,12209.69,12624.13,695,706
FIN-20553,LNK-34202,20201.40,"$14,140.13",696,595
FIN-84239,LNK-5799,21735.22,27498.46,690,691
FIN-53732,LNK-99735,7669.80,8208.30,639,614
FIN-60534,LNK-85790,"$20,944.70",20744.55,810,805
FIN-14329,LNK-26048,18435.97,"$18,008.06",609,596
FIN-23912,LNK-38501,18195.75,18056.96,618,598
FIN-50877,LNK-47789,9088.57,,596,
FIN-79971,LNK-7265,5860.11,6279.65,772,772
FIN-32509,LNK-86948,14495.22,19834.19,788,785
FIN-61436,LNK-44506,11428.10,133320.48,725,717
FIN-77437,LNK-36811,6019.28,6841.79,607,620
FIN-35083,LNK-17315,10639.61,11462.51,601,590
FIN-80300,LNK-49237,15350.30,15017.70,711,690
FIN-82869,LNK-58272,10119.18,9347.59,650,653
FIN-75405,LNK-53431,8634.19,10037.84,647,640
FIN-43058,LNK-98426,15901.20,15465.15,734,723
FIN-22681,LNK-58637,20229.47,20438.67,603,618
FIN-25444,LNK-51678,14747.20,18044.76,795,819
FIN-42028,LNK-45438,3205.29,3458.36,825,803
FIN-25249,LNK-25486,18675.81,19848.77,793,786
FIN-81596,LNK-66038,4349.83,5309.65,764,778
FIN-55325,LNK-91710,11956.62,11291.09,735,727
FIN-34719,LNK-66211,2837.61,3511.59,722,713
FIN-34834,LNK-49148,12762.47,,651,
FIN-40489,LNK-69062,14763.06,15263.09,730,725
FIN-90626,LNK-35959,6191.48,6583.97,595,597
FIN-69188,LNK-11828,4038.40,5637.36,603,621
FIN-37493,LNK-96300,13521.01,14111.99,755,749
FIN-33546,LNK-56640,14966.42,14401.21,825,806
FIN-98909,LNK-11345,14124.08,19710.69,818,821
FIN-83548,LNK-57440,9767.62,9045.44,582,565
FIN-57256,LNK-79964,18348.34,17650.68,739,722
FIN-93205,LNK-24652,11306.88,15026.20,701,694
FIN-96636,LNK-72496,13883.30,15496.12,709,710
FIN-72057,LNK-39504,15447.44,15127.94,630,622
FIN-58017,LNK-43101,17926.52,10489.96,581,421
FIN-67492,LNK-14447,15240.71,15010.03,650,631
FIN-15806,LNK-11494,9916.63,11248.32,719,757
FIN-16223,LNK-43981,21667.28,24903.66,811,814
FIN-10749,LNK-87628,3067.35,3968.90,642,639
FIN-41515,LNK-39750,20026.78,22226.95,763,767
FIN-30171,LNK-41173,7306.77,"$7,952.70",632,658
FIN-29938,LNK-59447,17049.56,23943.37,663,680
FIN-7072,LNK-79986,2924.56,2794.80,584,559
FIN-56847,LNK-95065,7773.35,,764,
FIN-34751,LNK-56851,19950.46,,808,
FIN-4186,LNK-22842,231264.60,19331.85,627,625
FIN-80298,LNK-91408,12814.09,16409.93,802,883
FIN-93737,LNK-59183,3247.32,3378.60,741,756
FIN-69123,LNK-47077,12527.49,11961.42,584,592
FIN-4214,LNK-59606,9559.56,6255.75,687,533
FIN-43005,LNK-6551,20791.94,29915.11,697,710
FIN-74653,LNK-96265,4019.51,4244.68,742,745
FIN-66494,LNK-47210,21773.54,"$21,079.37",604,597
FIN-63770,LNK-81589,11321.50,15316.27,797,831
FIN-12163,LNK-58008,16174.61,16785.65,602,592
FIN-44770,LNK-36986,21761.92,21666.30,714,690
FIN-42584,LNK-84816,16053.66,18449.98,627,651
FIN-93075,LNK-8518,13374.53,18312.91,760,759
FIN-46576,LNK-10835,17710.88,"$24,751.90",679,720
FIN-78834,LNK-88973,11495.70,15956.21,774,805
FIN-89449,LNK-84560,17385.59,16796.28,609,594
FIN-87497,LNK-54242,20593.82,8774.30,583,531
FIN-91996,LNK-48619,15410.61,20937.54,792,798
FIN-8312,LNK-68251,18159.66,10979.33,776,675
FIN-84926,LNK-99290,12741.89,,805,
FIN-51941,LNK-90051,16794.73,17594.01,631,644
FIN-92566,LNK-5081,9325.49,4876.77,797,742
FIN-22875,LNK-19714,16632.48,15489.77,617,692
FIN-64108,LNK-80635,16828.17,11145.42,704.0,643
FIN-70552,LNK-89878,12311.01,16620.85,642,658
FIN-63771,LNK-58432,14972.36,15208.32,764,747
FIN-80921,LNK-5561,8866.79,5422.68,737,623
FIN-7832,LNK-17545,6913.74,4064.69,737,696
FIN-23509,LNK-9812,18600.53,26548.49,807,829
FIN-47704,LNK-31932,12764.64,11806.89,597,577
FIN-76645,LNK-85562,2869.61,1773.79,624,486
FIN-13840,LNK-49015,"$3,292.81",4002.73,587,609
FIN-91190,LNK-48467,21645.94,25206.30,780,819
FIN-20915,LNK-51181,18202.59,19016.82,795,782
FIN-3072,LNK-75349,19290.56,24069.61,706,750
FIN-94485,LNK-5244,19388.62,22092.58,821,815
FIN-96647,LNK-80310,4257.72,4563.97,657,661
FIN-35923,LNK-21111,102037.80,8872.04,700,711
FIN-52140,LNK-90006,9125.44,11452.84,781,787
FIN-31851,LNK-59972,13462.22,14454.68,596,604
FIN-62336,LNK-49623,11872.46,12059.35,762,751
FIN-23059,LNK-49760,5862.19,5973.92,692,686
FIN-16234,LNK-59188,6970.31,3106.18,614,442
FIN-55061,LNK-11077,4975.87,5258.42,625,660
FIN-24406,LNK-76225,5498.68,6930.28,721,716
FIN-95958,LNK-19047,13034.80,,686,
FIN-53014,LNK-70397,7824.88,7362.01,696,681
FIN-52808,LNK-49096,4517.07,4928.89,727,739
FIN-96007,LNK-53171,20736.37,15645.41,597,524
FIN-3947,LNK-42207,18907.10,20339.77,681,726
FIN-29359,LNK-86139,5797.14,5350.07,635,638
FIN-20104,LNK-37528,74294.88,8117.15,723,767
FIN-25937,LNK-33717,"$14,257.68",10543.70,773,653
FIN-43467,LNK-15869,10240.30,11719.90,683,657
FIN-67678,LNK-4396,12310.36,13697.59,741,778
FIN-39922,LNK-97426,3732.46,5346.26,581,598
FIN-10497,LNK-25385,20004.09,28105.10,669,673
FIN-71148,LNK-66410,6770.74,5278.63,761,618
FIN-1879,LNK-68861,9048.81,4438.80,793,750
FIN-23965,LNK-51723,20816.54,19269.44,808,806
FIN-82590,LNK-74619,18354.61,20010.16,636,668
FIN-42874,LNK-16435,14160.30,13152.34,801,813
FIN-46180,LNK-35311,18678.95,14736.92,702,591
FIN-87231,LNK-35116,227706.84,19375.62,687,688
FIN-82163,LNK-93279,7340.83,5196.65,637,579
FIN-78258,LNK-59493,9748.55,9313.82,605,617.0
FIN-75419,LNK-29124,12483.91,13246.25,721,730
FIN-65186,LNK-81199,5518.97,5395.86,603,597
FIN-62395,LNK-38431,7430.43,3909.13,581,395
FIN-30802,LNK-91961,7708.95,8307.65,802,800
FIN-95566,LNK-65382,15769.97,18390.65,800,837
FIN-60686,LNK-27237,5897.66,,745,
FIN-75874,LNK-17074,6901.29,3580.98,669,505
FIN-26633,LNK-18790,13312.91,13112.62,584,597
FIN-79858,LNK-10706,12142.80,12058.16,667,649
FIN-48055,LNK-60250,204782.04,20579.80,811,830
FIN-65076,LNK-23630,9602.93,5094.92,806,716
FIN-76873,LNK-94502,15508.03,21912.70,740,748
FIN-42398,LNK-59341,16880.68,20059.49,717,754
FIN-46384,LNK-12506,13515.49,,824,
FIN-9840,LNK-90381,19854.65,21347.20,722,728
FIN-74967,LNK-42889,"$3,373.63",3526.39,666,655
FIN-85344,LNK-88535,10030.62,9633.44,781,765
FIN-20142,LNK-46537,16445.34,18024.08,812,839
FIN-34404,LNK-94000,20803.11,19353.30,655,653
FIN-95347,LNK-9511,9618.50,13796.55,592,591
FIN-60171,LNK-73089,20036.48,26799.99,669,678
FIN-36315,LNK-72063,21498.54,22934.26,614,617
FIN-90415,LNK-39058,14195.26,,589,
FIN-12185,LNK-40315,12797.59,6341.60,745,688
FIN-10632,LNK-21644,16427.50,241835.40,618,661
FIN-9439,LNK-94298,2915.79,,780,
FIN-63846,LNK-94003,6130.44,3036.71,814,675
FIN-89527,LNK-92779,4341.02,4058.55,687,673
FIN-29386,LNK-84584,13283.00,15787.79,817,811
FIN-52316,LNK-23818,7905.35,,694,
FIN-60775,LNK-48381,17610.10,16665.42,609,612
FIN-2553,LNK-67683,6719.99,8698.30,683,712
FIN-29628,LNK-30391,4783.80,6859.14,807,831
FIN-94124,LNK-16907,14032.82,20210.63,691,687
FIN-70167,LNK-27342,3969.41,4775.63,678,685
FIN-56796,LNK-19202,18864.99,22645.71,698,723
FIN-20453,LNK-65752,10142.36,9408.44,646,643
FIN-47549,LNK-4445,15865.60,17131.64,821,815
FIN-52504,LNK-48303,21696.64,27818.12,619,613
FIN-86581,LNK-73616,3099.78,3290.30,711,713
FIN-61688,LNK-76009,5569.68,5422.59,793,774
FIN-57503,LNK-49353,12951.28,,665,
FIN-14641,LNK-62263,6364.63,8895.27,718,756
FIN-14554,LNK-73305,18791.31,13025.18,611,565
FIN-48810,LNK-18009,12958.65,14569.03,799,802
FIN-73825,LNK-81209,17610.32,,666,
FIN-39228,LNK-12300,11114.83,10252.27,751,760
FIN-96719,LNK-9617,45830.04,3835.85,584,565
FIN-22019,LNK-41539,15037.06,14800.91,616,595
FIN-27907,LNK-53187,15216.46,"$17,976.01",796,817
FIN-28262,LNK-94969,13909.88,7084.27,704,589
FIN-5014,LNK-95223,17382.69,17957.47,586,588
FIN-2889,LNK-63739,21776.02,10653.53,710,636
FIN-72177,LNK-69903,11839.83,11470.78,609,624
FIN-6631,LNK-54843,18178.92,17959.64,660,673
FIN-48381,LNK-54665,14798.69,14041.13,684,673
FIN-53156,LNK-76353,11936.66,5598.44,638,573
FIN-33669,LNK-10666,6460.58,8374.98,726,758
FIN-5203,LNK-17426,9068.12,8808.62,786,767
FIN-98401,LNK-42553,7898.74,9267.41,585,603
FIN-67606,LNK-85192,15316.04,16417.14,779,786
FIN-92675,LNK-10720,18364.67,,771,
FIN-20156,LNK-59979,9601.07,10414.28,606,626
FIN-76764,LNK-62057,5874.74,6218.48,689,679
FIN-22774,LNK-90143,16794.62,16121.18,591,570
FIN-83349,LNK-68811,4244.71,4784.26,599,601
FIN-34127,LNK-46156,15740.13,21594.15,771,796
FIN-84557,LNK-17821,5187.24,4147.01,698,605
FIN-74219,LNK-73260,6075.05,5837.24,717,722
FIN-68014,LNK-84859,17202.15,242511.96,651,693
FIN-62123,LNK-78042,20689.41,25179.50,658,676
FIN-30251,LNK-24850,21804.55,8590.36,681,622
FIN-23450,LNK-17912,14175.11,,743,
FIN-15500,LNK-57704,19469.00,19794.27,637,647
FIN-6153,LNK-66911,5191.85,5080.46,709,690
FIN-62827,LNK-8263,20117.89,11834.99,592,469
FIN-90515,LNK-17274,12558.50,13062.96,751,734
FIN-94862,LNK-68908,21001.68,23602.39,714,754
FIN-69781,LNK-21056,4059.56,4184.58,588,597
FIN-27571,LNK-40862,17470.74,16636.66,647,658
FIN-11908,LNK-22581,4598.82,2543.79,614,462
FIN-23513,LNK-22229,6667.31,7019.11,666,656
FIN-84450,LNK-43291,2863.08,3607.09,769,773
FIN-58852,LNK-93973,4949.34,2369.76,685,560
FIN-31084,LNK-30552,16726.81,17236.48,684,694
FIN-94882,LNK-46353,6706.53,6951.25,746,729
FIN-56936,LNK-69012,5898.21,6082.79,722,703
FIN-47287,LNK-38230,"$9,784.55",12853.62,627,640
FIN-39090,LNK-11336,13070.63,5603.48,631,542
FIN-72403,LNK-33847,10635.31,12206.58,659,653
FIN-46735,LNK-26729,11892.37,11709.06,619,626
FIN-20575,LNK-84238,14278.68,6024.73,813,687
FIN-25103,LNK-36972,4162.34,3849.52,730,710
FIN-1349,LNK-17406,157330.92,7602.07,642,565
FIN-62857,LNK-82922,7050.76,6857.78,742,753
FIN-18528,LNK-81534,17331.19,10403.41,619,476
FIN-1862,LNK-70924,15207.96,14657.78,726,723
FIN-9395,LNK-13245,8880.67,10822.85,712,748
FIN-81895,LNK-66873,20971.30,22378.37,622,652
FIN-59876,LNK-85015,12624.25,8276.50,667,587
FIN-3949,LNK-23103,15702.95,254572.20,639,632
FIN-73143,LNK-78569,10265.01,9549.77,727,719
FIN-39656,LNK-77106,3518.21,2345.55,599,447
FIN-19052,LNK-21210,21910.31,,807,
FIN-72404,LNK-23439,13587.35,14963.26,720,738
FIN-62598,LNK-87341,9130.75,9592.81,719,729
FIN-34211,LNK-82851,4148.30,5688.12,613,654
FIN-89266,LNK-95454,21402.15,11497.38,774,632
FIN-10090,LNK-80316,15283.07,14222.47,641,642
FIN-58259,LNK-45252,19308.40,9883.59,701,585
FIN-90375,LNK-74874,10727.39,10975.26,825,826
FIN-94909,LNK-6399,16400.61,20340.87,793,836
FIN-21993,LNK-4718,17796.28,22296.61,670,674
FIN-65232,LNK-11646,11495.42,16158.86,672,698
FIN-81356,LNK-6958,14500.18,18154.81,685,679
FIN-92512,LNK-85076,15877.90,22463.99,629,647
FIN-57345,LNK-76598,13193.47,12488.83,774,788
FIN-28438,LNK-35688,10044.73,9672.95,663,638
FIN-83474,LNK-86344,18786.00,19208.10,619,601
FIN-52846,LNK-28631,18390.63,9191.45,825,785
FIN-43761,LNK-75991,20329.33,27517.98,765,755
FIN-9679,LNK-55602,11212.64,,730,
FIN-21579,LNK-82016,18813.48,19775.04,824,800
FIN-82881,LNK-84753,12224.26,5140.84,736,686
FIN-96861,LNK-4969,12640.14,12274.13,610,585
FIN-96769,LNK-66278,17712.62,12779.40,698,508
FIN-43891,LNK-83203,19080.88,21614.65,782,785
FIN-47331,LNK-72509,7310.29,6763.22,753,758
FIN-44518,LNK-38967,14090.62,14996.43,596,596
FIN-12976,LNK-85136,9797.27,113829.12,676,664.0
FIN-90709,LNK-40596,13460.69,17824.57,750,771
FIN-93979,LNK-64300,17285.95,20876.55,803,814
FIN-3553,LNK-33096,11993.82,12234.76,824,817
FIN-3401,LNK-90783,13787.09,5003.43,690,597
FIN-48635,LNK-54227,10633.99,14032.81,597,629
FIN-11585,LNK-39985,21681.75,21355.22,785,770
FIN-5241,LNK-60446,16117.49,16022.13,731,711
FIN-68275,LNK-10564,8432.35,8689.33,804,803
FIN-16050,LNK-91257,21522.21,20945.07,782,780
FIN-82060,LNK-8852,17877.95,16992.74,778,764
FIN-40790,LNK-21719,9956.26,9995.91,620,635
FIN-91260,LNK-58619,195900.60,20983.47,676,712
FIN-71486,LNK-55476,195848.64,21875.58,755,752
FIN-34545,LNK-64471,17349.73,16062.23,607,600
FIN-94061,LNK-61875,6504.89,111239.16,714,732
FIN-17894,LNK-27741,4821.72,5815.65,812,838
FIN-17884,LNK-45589,19438.31,20576.44,620,633
FIN-57265,LNK-19830,3222.78,3115.12,635,614
FIN-23664,LNK-41970,4427.52,4777.21,762,757
FIN-28261,LNK-95157,11238.90,10394.73,590,595
FIN-91450,LNK-42853,10500.65,14606.82,722,743
FIN-7246,LNK-97233,91094.28,"$7,238.64",678,684
FIN-2686,LNK-46268,12916.11,13324.86,745,743
FIN-28499,LNK-53260,17920.03,17163.50,704,708
FIN-55832,LNK-18139,10089.19,9865.24,728,715
FIN-2407,LNK-49567,16614.65,12321.83,678,610
FIN-60217,LNK-68499,4327.65,4198.59,779,782
FIN-18647,LNK-74616,5070.78,3685.79,658,553
FIN-17908,LNK-14917,3259.11,2174.44,806,687
FIN-32539,LNK-42827,6704.85,8457.02,676,719
FIN-43236,LNK-32685,10550.70,9911.04,752,751
FIN-6018,LNK-62141,7975.09,7881.22,709,722
FIN-21124,LNK-17059,10304.28,12960.16,702,725
FIN-98756,LNK-36058,13645.03,10634.30,611,559
FIN-86746,LNK-59929,9012.20,6093.83,739,622
FIN-70330,LNK-33495,15990.38,18455.53,651,652
FIN-31266,LNK-19465,11492.44,11074.47,765,749
FIN-1369,LNK-13689,10709.72,5358.29,697,548
FIN-93456,LNK-7632,8123.50,4004.26,603,570
FIN-25956,LNK-39038,5179.01,5425.82,641,644
FIN-88774,LNK-51351,21646.37,22997.02,660,676
FIN-36614,LNK-81658,14287.94,18865.59,584,609
FIN-90496,LNK-55805,9943.90,9878.75,808,813
FIN-19657,LNK-33541,4841.19,4974.69,635,648
FIN-84852,LNK-21932,21714.46,23272.97,794,808
FIN-36999,LNK-43917,21996.49,22952.25,777,777
FIN-26885,LNK-76718,4566.22,6215.00,597,620
FIN-60886,LNK-95519,10601.56,14247.74,797,820
FIN-44370,LNK-41988,10552.08,10090.26,723,723
FIN-27831,LNK-25881,13055.49,13971.37,616,617
FIN-76276,LNK-21885,15948.92,15748.29,586,600
FIN-16037,LNK-66308,10412.93,,704,
FIN-57982,LNK-68466,8805.80,8480.37,824,814
FIN-76120,LNK-62186,21343.52,20617.04,613,594
FIN-19552,LNK-66373,10101.58,5994.21,588,417
FIN-74433,LNK-41441,19389.51,20620.30,814,821
FIN-4949,LNK-66191,2975.71,1944.18,621,435
FIN-80448,LNK-4037,19283.05,18631.55,670,670
FIN-15661,LNK-12802,14684.63,13599.96,600,613
FIN-55466,LNK-52543,6994.79,,614,
FIN-93990,LNK-67249,96357.24,11411.43,743,762
FIN-52956,LNK-60930,16038.61,17773.29,688,711
FIN-29981,LNK-32552,19035.64,21316.52,694,736
FIN-17248,LNK-29199,21133.11,22316.63,785,775
FIN-56315,LNK-77460,18716.13,,659,
FIN-56872,LNK-47254,13387.09,13002.57,680,679
FIN-81244,LNK-7377,19481.10,27816.25,806,832
FIN-51529,LNK-7624,20347.52,21796.67,686,694
FIN-74158,LNK-37877,6905.07,6422.26,746,752
FIN-62767,LNK-65866,15632.63,15303.97,615,603
FIN-96274,LNK-79317,21983.95,23367.04,672,665.0
FIN-89612,LNK-86755,4020.11,5507.89,636,674
